Steca Elektronik GmbH;MPPT6000;760749IH008963540005
Date;Time;SOC[%];Kaptest[Ah];Vbat[V];Ibat_M[A];Vbat.sense[V];VPV1_M[V];VPV2_M[V];PVpower_M[W];PV1power_M[W];PV2power_M[W];Ophours[h];Ibat_total[A]SOC;Icharge_total[A];Iload_total[A];BatPower_total[W];BatTemp[°C];ChargeMode;ErrorState;ErrorNr;StateAux1;StateAux2;StateAux3;IntTemp1[°C];IntTemp2[°C];Derating;Ah_in_24h_M[Ah];Ah_in_total_M[Ah];Ah_in_24h_SYS[Ah];Ah_in_total_SYS[Ah];Ah_out_24h_SYS[Ah];Ah_out_total_SYS[Ah];Day_night;Status_AUXIO
2026/03/21;00:00:49;64;-; 46.95; 0.0;-; 6.8; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.6;0;0;212;0;212;0;26;0;-
2026/03/21;00:01:49;64;-; 46.99; 0.0;-; 6.9; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.6;0;0;212;0;212;0;26;0;-
2026/03/21;00:02:49;64;-; 46.91; 0.0;-; 6.9; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.6;0;0;212;0;212;0;26;0;-
2026/03/21;00:03:49;64;-; 46.97; 0.0;-; 6.8; 6.6; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.6;0;0;212;0;212;0;26;0;-
2026/03/21;00:04:48;64;-; 46.93; 0.0;-; 6.8; 6.6; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.6;0;0;212;0;212;0;26;0;-
2026/03/21;00:05:48;64;-; 46.28; 0.0;-; 6.8; 6.6; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:06:48;64;-; 46.97; 0.0;-; 6.8; 6.8; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:07:48;63;-; 46.97; 0.0;-; 6.9; 6.9; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:08:48;63;-; 46.99; 0.0;-; 6.8; 6.8; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.6;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:09:48;63;-; 47.01; 0.0;-; 6.8; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-4; 23.6;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:10:48;63;-; 46.97; 0.0;-; 6.8; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-4; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:11:48;63;-; 46.93; 0.0;-; 6.8; 6.8; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:12:48;63;-; 46.97; 0.0;-; 6.8; 6.8; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:13:48;63;-; 46.97; 0.0;-; 6.8; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:14:48;63;-; 46.93; 0.0;-; 6.8; 6.7; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:15:48;63;-; 46.91; 0.0;-; 6.8; 6.8; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
2026/03/21;00:16:48;63;-; 46.93; 0.0;-; 6.8; 6.6; 0.0;-;-;1160;-0.1; 0.0; 0.0;-5; 23.5;B;1;29;Off;On;Off; 22.8; 22.5;0;0;212;0;212;0;26;0;-
