40;HS400;753468-00011610-1527
Date;Time;I_integral;Position;SOC_relevant;Number_of_turns;Reading_inverted
2026/03/21;00:00:49;-0.1;1;1;1;0
2026/03/21;00:01:49;-0.1;1;1;1;0
2026/03/21;00:02:49;-0.1;1;1;1;0
2026/03/21;00:03:49;-0.1;1;1;1;0
2026/03/21;00:04:48;-0.1;1;1;1;0
2026/03/21;00:05:48;-0.1;1;1;1;0
2026/03/21;00:06:48;-0.1;1;1;1;0
2026/03/21;00:07:48;-0.1;1;1;1;0
2026/03/21;00:08:48;-0.1;1;1;1;0
2026/03/21;00:09:48;-0.1;1;1;1;0
2026/03/21;00:10:48;-0.1;1;1;1;0
2026/03/21;00:11:48;-0.1;1;1;1;0
2026/03/21;00:12:48;-0.1;1;1;1;0
2026/03/21;00:13:48;-0.1;1;1;1;0
2026/03/21;00:14:48;-0.1;1;1;1;0
2026/03/21;00:15:48;-0.1;1;1;1;0
2026/03/21;00:16:48;-0.1;1;1;1;0
2026/03/21;00:17:48;-0.1;1;1;1;0
2026/03/21;00:18:48;-0.1;1;1;1;0
2026/03/21;00:19:48;-0.1;1;1;1;0
2026/03/21;00:20:47;-0.1;1;1;1;0
2026/03/21;00:21:47;-0.1;1;1;1;0
2026/03/21;00:22:47;-0.1;1;1;1;0
2026/03/21;00:23:47;-0.1;1;1;1;0
2026/03/21;00:24:47;-0.1;1;1;1;0
2026/03/21;00:25:47;-0.1;1;1;1;0
2026/03/21;00:26:47;-0.1;1;1;1;0
2026/03/21;00:27:47;-0.1;1;1;1;0
2026/03/21;00:28:47;-0.1;1;1;1;0
2026/03/21;00:29:47;-0.1;1;1;1;0
2026/03/21;00:30:47;-0.1;1;1;1;0
2026/03/21;00:31:47;-0.1;1;1;1;0
2026/03/21;00:32:47;-0.1;1;1;1;0
2026/03/21;00:33:47;-0.1;1;1;1;0
2026/03/21;00:34:47;-0.1;1;1;1;0
2026/03/21;00:35:47;-0.1;1;1;1;0
2026/03/21;00:36:46;-0.1;1;1;1;0
2026/03/21;00:37:46;-0.1;1;1;1;0
2026/03/21;00:38:46;-0.1;1;1;1;0
2026/03/21;00:39:46;-0.1;1;1;1;0
2026/03/21;00:40:46;-0.1;1;1;1;0
2026/03/21;00:41:46;-0.1;1;1;1;0
2026/03/21;00:42:46;-0.1;1;1;1;0
2026/03/21;00:43:46;-0.1;1;1;1;0
2026/03/21;00:44:46;-0.1;1;1;1;0
