Steca Elektronik GmbH;MPPT6000;760749IH008963540005
Date;Time;SOC[%];Kaptest[Ah];Vbat[V];Ibat_M[A];Vbat.sense[V];VPV1_M[V];VPV2_M[V];PVpower_M[W];PV1power_M[W];PV2power_M[W];Ophours[h];Ibat_total[A]SOC;Icharge_total[A];Iload_total[A];BatPower_total[W];BatTemp[°C];ChargeMode;ErrorState;ErrorNr;StateAux1;StateAux2;StateAux3;IntTemp1[°C];IntTemp2[°C];Derating;Ah_in_24h_M[Ah];Ah_in_total_M[Ah];Ah_in_24h_SYS[Ah];Ah_in_total_SYS[Ah];Ah_out_24h_SYS[Ah];Ah_out_total_SYS[Ah];Day_night;Status_AUXIO
2026/03/24;00:00:03;97;-; 52.55; 0.0;-; 7.9; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;93;522;93;522;93;336;0;-
2026/03/24;00:01:03;97;-; 52.53; 0.0;-; 7.9; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:02:03;97;-; 52.53; 0.0;-; 7.9; 7.2; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:03:03;97;-; 52.55; 0.0;-; 7.8; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:04:03;97;-; 52.53; 0.0;-; 7.8; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:05:03;97;-; 52.55; 0.0;-; 7.7; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:06:03;97;-; 52.53; 0.0;-; 7.9; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:07:02;97;-; 52.55; 0.0;-; 7.8; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:08:02;97;-; 52.55; 0.0;-; 7.8; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:09:02;97;-; 52.53; 0.0;-; 7.8; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-4; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:10:02;97;-; 52.55; 0.0;-; 7.8; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-4; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:11:02;97;-; 52.55; 0.0;-; 7.8; 7.2; 0.0;-;-;1232;-0.1; 0.0; 0.0;-4; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:12:02;97;-; 52.53; 0.0;-; 7.7; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:13:02;97;-; 52.53; 0.0;-; 7.7; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:14:02;97;-; 52.55; 0.0;-; 7.8; 7.2; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:15:02;97;-; 52.53; 0.0;-; 7.7; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-4; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:16:02;97;-; 52.53; 0.0;-; 7.7; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:17:02;97;-; 52.53; 0.0;-; 7.7; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:18:02;97;-; 52.53; 0.0;-; 7.7; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:19:02;97;-; 52.53; 0.0;-; 7.7; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:20:02;97;-; 52.53; 0.0;-; 7.6; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:21:02;97;-; 52.53; 0.0;-; 7.6; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-4; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:22:02;97;-; 52.53; 0.0;-; 7.6; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:23:01;97;-; 52.53; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:24:01;97;-; 52.53; 0.0;-; 8.0; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:25:01;97;-; 52.53; 0.0;-; 7.6; 7.1; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:26:01;97;-; 52.53; 0.0;-; 7.7; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:27:01;97;-; 52.51; 0.0;-; 7.5; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:28:01;97;-; 52.51; 0.0;-; 7.6; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:29:01;97;-; 52.51; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:30:01;97;-; 52.51; 0.0;-; 7.5; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.1;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:31:01;97;-; 52.53; 0.0;-; 7.5; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:32:01;97;-; 52.51; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:33:01;97;-; 52.53; 0.0;-; 7.6; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:34:01;97;-; 52.53; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:35:01;97;-; 52.51; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:36:01;97;-; 52.51; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:37:01;97;-; 52.53; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:38:00;97;-; 52.53; 0.0;-; 7.6; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:39:00;97;-; 52.53; 0.0;-; 7.7; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:40:00;97;-; 52.53; 0.0;-; 7.6; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:41:00;97;-; 52.53; 0.0;-; 7.5; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:42:00;97;-; 52.53; 0.0;-; 7.5; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 25.0;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:43:00;97;-; 52.53; 0.0;-; 7.5; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:44:00;97;-; 52.53; 0.0;-; 7.4; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:45:00;97;-; 52.53; 0.0;-; 7.5; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:46:00;97;-; 52.51; 0.0;-; 7.5; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:47:00;97;-; 52.51; 0.0;-; 7.6; 6.7; 0.0;-;-;1232;-0.1; 0.0; 0.0;-6; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:48:00;97;-; 52.53; 0.0;-; 7.7; 6.8; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:49:00;97;-; 52.53; 0.0;-; 7.5; 6.9; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.9;B;1;29;On;On;Off; 22.3; 22.0;0;0;522;0;522;0;336;0;-
2026/03/24;00:50:00;97;-; 52.51; 0.0;-; 7.6; 7.0; 0.0;-;-;1232;-0.1; 0.0; 0.0;-5; 24.8;B;1;29;On;On;Off; 22.2; 22.0;0;0;522;0;522;0;336;0;-
