Steca Elektronik GmbH;MPPT6000;760749IH008963540005
Date;Time;SOC[%];Kaptest[Ah];Vbat[V];Ibat_M[A];Vbat.sense[V];VPV1_M[V];VPV2_M[V];PVpower_M[W];PV1power_M[W];PV2power_M[W];Ophours[h];Ibat_total[A]SOC;Icharge_total[A];Iload_total[A];BatPower_total[W];BatTemp[°C];ChargeMode;ErrorState;ErrorNr;StateAux1;StateAux2;StateAux3;IntTemp1[°C];IntTemp2[°C];Derating;Ah_in_24h_M[Ah];Ah_in_total_M[Ah];Ah_in_24h_SYS[Ah];Ah_in_total_SYS[Ah];Ah_out_24h_SYS[Ah];Ah_out_total_SYS[Ah];Day_night;Status_AUXIO
2026/05/02;00:00:01;-;-; 52.49; 0.0;-; 6.3; 5.6; 0.0;-;-;2168;-0.2; 0.0; 0.0;-8; 21.4;B;0;-;On;On;Off; 23.0; 22.8;0;9;1667;9;1667;9;1481;0;-
2026/05/02;00:01:01;-;-; 52.47; 0.0;-; 6.2; 5.5; 0.0;-;-;2168;-0.2; 0.0; 0.0;-8; 21.4;B;0;-;On;On;Off; 23.0; 22.8;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:02:01;-;-; 52.47; 0.0;-; 6.1; 5.5; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.8;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:03:01;-;-; 52.47; 0.0;-; 6.2; 5.6; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.8;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:04:01;-;-; 52.47; 0.0;-; 6.1; 5.5; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.8;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:05:01;-;-; 52.49; 0.0;-; 6.1; 5.5; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.8;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:06:01;-;-; 52.47; 0.0;-; 6.1; 5.6; 0.0;-;-;2168;-0.1; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:07:01;-;-; 52.47; 0.0;-; 6.1; 5.7; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:08:00;-;-; 52.47; 0.0;-; 6.1; 5.7; 0.0;-;-;2168;-0.1; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:09:00;-;-; 52.47; 0.0;-; 6.0; 5.6; 0.0;-;-;2168;-0.2; 0.0; 0.0;-8; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:10:00;-;-; 52.47; 0.0;-; 6.0; 5.6; 0.0;-;-;2168;-0.2; 0.0; 0.0;-8; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:11:00;-;-; 52.47; 0.0;-; 6.1; 5.6; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:12:00;-;-; 52.47; 0.0;-; 6.0; 5.5; 0.0;-;-;2168;-0.2; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
2026/05/02;00:13:00;-;-; 52.47; 0.0;-; 6.0; 5.5; 0.0;-;-;2168;-0.1; 0.0; 0.0;-7; 21.4;B;0;-;On;On;Off; 23.0; 22.7;0;0;1667;0;1667;0;1481;0;-
