Datetime	Eg_front 	Eg_rear	T1	T2	T3	T4	Tin
2026-08-31_09-18-55	34,56	4,45	17,36	17,17	17,23	17,43	23,31
2026-08-31_09-19-55	28,92	3,86	17,41	17,26	17,31	17,48	23,35
2026-08-31_09-20-55	26,66	3,60	17,39	17,24	17,27	17,46	23,40
2026-08-31_09-21-55	24,43	3,21	17,39	17,25	17,29	17,46	23,34
2026-08-31_09-22-55	24,52	3,24	17,40	17,27	17,30	17,47	23,36
2026-08-31_09-23-55	24,44	3,17	17,37	17,23	17,23	17,44	23,34
2026-08-31_09-24-55	26,42	3,34	17,35	17,23	17,25	17,42	23,38
2026-08-31_09-25-55	34,08	4,05	17,36	17,18	17,23	17,41	23,34
