Steca Elektronik GmbH;MPPT6000;760749IH008963540005
Date;Time;SOC[%];Kaptest[Ah];Vbat[V];Ibat_M[A];Vbat.sense[V];VPV1_M[V];VPV2_M[V];PVpower_M[W];PV1power_M[W];PV2power_M[W];Ophours[h];Ibat_total[A]SOC;Icharge_total[A];Iload_total[A];BatPower_total[W];BatTemp[°C];ChargeMode;ErrorState;ErrorNr;StateAux1;StateAux2;StateAux3;IntTemp1[°C];IntTemp2[°C];Derating;Ah_in_24h_M[Ah];Ah_in_total_M[Ah];Ah_in_24h_SYS[Ah];Ah_in_total_SYS[Ah];Ah_out_24h_SYS[Ah];Ah_out_total_SYS[Ah];Day_night;Status_AUXIO
2026/03/25;00:00:25;97;-; 52.53; 0.0;-; 10.1; 9.5; 0.0;-;-;1256;-0.2; 0.0; 0.0;-10; 23.0;F;1;29;On;On;Off; 22.1; 21.9;0;0;580;0;580;0;394;0;-
2026/03/25;00:01:25;97;-; 52.55; 0.0;-; 10.1; 9.5; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 23.0;F;1;29;On;On;Off; 22.1; 21.9;0;0;580;0;580;0;394;0;-
2026/03/25;00:02:25;97;-; 52.55; 0.0;-; 10.2; 9.7; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 23.0;F;1;29;On;On;Off; 22.1; 21.9;0;0;580;0;580;0;394;0;-
2026/03/25;00:03:25;97;-; 52.55; 0.0;-; 10.5; 9.8; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 23.0;F;1;29;On;On;Off; 22.1; 21.9;0;0;580;0;580;0;394;0;-
2026/03/25;00:04:25;97;-; 52.53; 0.0;-; 10.5; 10.0; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 22.9;F;1;29;On;On;Off; 22.1; 21.9;0;0;580;0;580;0;394;0;-
2026/03/25;00:05:25;97;-; 52.55; 0.0;-; 10.3; 9.7; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 23.0;F;1;29;On;On;Off; 22.1; 21.9;0;0;580;0;580;0;394;0;-
2026/03/25;00:06:25;97;-; 52.55; 0.0;-; 10.5; 9.9; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 23.0;F;1;29;On;On;Off; 22.1; 21.8;0;0;580;0;580;0;394;0;-
2026/03/25;00:07:24;97;-; 52.55; 0.0;-; 10.6; 9.9; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 23.0;F;1;29;On;On;Off; 22.1; 21.8;0;0;580;0;580;0;394;0;-
2026/03/25;00:08:24;97;-; 52.55; 0.0;-; 10.4; 9.9; 0.0;-;-;1256;-0.2; 0.0; 0.0;-11; 22.9;F;1;29;On;On;Off; 22.1; 21.8;0;0;580;0;580;0;394;0;-
2026/03/25;00:09:24;97;-; 52.53; 0.0;-; 10.4; 9.7; 0.0;-;-;1256;-0.2; 0.0; 0.0;-10; 22.9;F;1;29;On;On;Off; 22.1; 21.8;0;0;580;0;580;0;394;0;-
