ts	total_power_w
2026-08-31 08:55:36	0
2026-08-31 08:56:42	201
2026-08-31 08:57:48	195.5
2026-08-31 08:58:52	193.2
2026-08-31 09:00:07	192.2
2026-08-31 09:01:11	192
2026-08-31 09:02:15	191.7
2026-08-31 09:03:21	191.6
2026-08-31 09:04:25	191.6
2026-08-31 09:05:31	191.6
2026-08-31 09:06:35	191.5
2026-08-31 09:07:43	191.8
2026-08-31 09:08:49	191.8
2026-08-31 09:09:53	191.8
2026-08-31 09:10:56	191.8
2026-08-31 09:12:03	191.7
2026-08-31 09:13:06	191.7
2026-08-31 09:14:12	191.6
2026-08-31 09:44:01	0
