ts	total_power_w
2026-08-27 12:00:04	1330.7
2026-08-27 12:01:08	935.5
2026-08-27 12:02:15	294.4
2026-08-27 12:03:18	294
2026-08-27 12:04:24	293.6
2026-08-27 12:05:28	292.1
2026-08-27 12:06:32	290.7
2026-08-27 12:07:38	290.4
2026-08-27 12:08:42	291.3
2026-08-27 12:09:46	290.5
2026-08-27 12:10:54	290.7
2026-08-27 12:11:58	290.5
2026-08-27 12:13:02	289.6
