ts	total_power_w
2026-08-31 09:15:04	191.6
2026-08-31 09:16:11	191.8
2026-08-31 09:17:14	191.7
2026-08-31 09:18:20	191.7
2026-08-31 09:18:33	191.7
2026-08-31 09:18:43	191.7
2026-08-31 09:19:01	0
2026-08-31 09:20:10	191.5
2026-08-31 09:21:13	191.4
2026-08-31 09:22:17	191.2
2026-08-31 09:23:21	191.1
2026-08-31 09:24:29	190.8
2026-08-31 09:25:33	190.9
2026-08-31 09:26:37	190.9
