ts	total_power_w
2026-08-28 17:00:07	467
2026-08-28 17:01:13	640
2026-08-28 17:02:17	798.3
2026-08-28 17:03:21	799.6
2026-08-28 17:04:29	799.2
2026-08-28 17:05:33	799.8
2026-08-28 17:06:37	800.3
2026-08-28 17:07:45	800.9
2026-08-28 17:08:49	801.4
2026-08-28 17:09:53	800.6
2026-08-28 17:11:01	801.9
2026-08-28 17:12:05	801
2026-08-28 17:13:09	801.3
2026-08-28 17:14:15	802
