40;HS400;753468-00011610-1527
Date;Time;I_integral;Position;SOC_relevant;Number_of_turns;Reading_inverted
2026/03/25;00:00:25;-0.2;1;1;1;0
2026/03/25;00:01:25;-0.2;1;1;1;0
2026/03/25;00:02:25;-0.2;1;1;1;0
2026/03/25;00:03:25;-0.2;1;1;1;0
2026/03/25;00:04:25;-0.2;1;1;1;0
2026/03/25;00:05:25;-0.2;1;1;1;0
2026/03/25;00:06:25;-0.2;1;1;1;0
2026/03/25;00:07:24;-0.2;1;1;1;0
2026/03/25;00:08:24;-0.2;1;1;1;0
2026/03/25;00:09:24;-0.2;1;1;1;0
2026/03/25;00:10:24;-0.2;1;1;1;0
2026/03/25;00:11:24;-0.2;1;1;1;0
2026/03/25;00:12:24;-0.2;1;1;1;0
2026/03/25;00:13:24;-0.2;1;1;1;0
2026/03/25;00:14:24;-0.2;1;1;1;0
2026/03/25;00:15:24;-0.2;1;1;1;0
2026/03/25;00:16:24;-0.2;1;1;1;0
2026/03/25;00:17:24;-0.2;1;1;1;0
2026/03/25;00:18:24;-0.2;1;1;1;0
2026/03/25;00:19:24;-0.2;1;1;1;0
2026/03/25;00:20:24;-0.2;1;1;1;0
2026/03/25;00:21:24;-0.2;1;1;1;0
2026/03/25;00:22:24;-0.2;1;1;1;0
2026/03/25;00:23:23;-0.2;1;1;1;0
2026/03/25;00:24:23;-0.2;1;1;1;0
2026/03/25;00:25:23;-0.2;1;1;1;0
2026/03/25;00:26:23;-0.2;1;1;1;0
2026/03/25;00:27:23;-0.2;1;1;1;0
2026/03/25;00:28:23;-0.2;1;1;1;0
2026/03/25;00:29:23;-0.2;1;1;1;0
2026/03/25;00:30:23;-0.2;1;1;1;0
2026/03/25;00:31:23;-0.2;1;1;1;0
2026/03/25;00:32:23;-0.2;1;1;1;0
2026/03/25;00:33:23;-0.2;1;1;1;0
2026/03/25;00:34:23;-0.2;1;1;1;0
2026/03/25;00:35:23;-0.2;1;1;1;0
2026/03/25;00:36:23;-0.2;1;1;1;0
2026/03/25;00:37:23;-0.2;1;1;1;0
2026/03/25;00:38:23;-0.2;1;1;1;0
2026/03/25;00:39:22;-0.2;1;1;1;0
2026/03/25;00:40:22;-0.2;1;1;1;0
2026/03/25;00:41:22;-0.2;1;1;1;0
2026/03/25;00:42:22;-0.2;1;1;1;0
2026/03/25;00:43:22;-0.2;1;1;1;0
2026/03/25;00:44:22;-0.2;1;1;1;0
2026/03/25;00:45:22;-0.2;1;1;1;0
2026/03/25;00:46:22;-0.2;1;1;1;0
2026/03/25;00:47:22;-0.2;1;1;1;0
2026/03/25;00:48:22;-0.2;1;1;1;0
2026/03/25;00:49:22;-0.2;1;1;1;0
2026/03/25;00:50:22;-0.2;1;1;1;0
2026/03/25;00:51:22;-0.2;1;1;1;0
2026/03/25;00:52:22;-0.2;1;1;1;0
2026/03/25;00:53:22;-0.2;1;1;1;0
2026/03/25;00:54:22;-0.2;1;1;1;0
2026/03/25;00:55:21;-0.2;1;1;1;0
2026/03/25;00:56:21;-0.2;1;1;1;0
2026/03/25;00:57:21;-0.2;1;1;1;0
2026/03/25;00:58:21;-0.2;1;1;1;0
2026/03/25;00:59:21;-0.2;1;1;1;0
2026/03/25;01:00:21;-0.2;1;1;1;0
2026/03/25;01:01:21;-0.2;1;1;1;0
2026/03/25;01:02:21;-0.2;1;1;1;0
2026/03/25;01:03:21;-0.2;1;1;1;0
2026/03/25;01:04:21;-0.2;1;1;1;0
2026/03/25;01:05:21;-0.2;1;1;1;0
2026/03/25;01:06:21;-0.2;1;1;1;0
2026/03/25;01:07:21;-0.2;1;1;1;0
2026/03/25;01:08:21;-0.2;1;1;1;0
2026/03/25;01:09:21;-0.2;1;1;1;0
2026/03/25;01:10:21;-0.2;1;1;1;0
2026/03/25;01:11:20;-0.2;1;1;1;0
2026/03/25;01:12:20;-0.2;1;1;1;0
2026/03/25;01:13:20;-0.2;1;1;1;0
2026/03/25;01:14:20;-0.2;1;1;1;0
2026/03/25;01:15:20;-0.2;1;1;1;0
2026/03/25;01:16:20;-0.2;1;1;1;0
2026/03/25;01:17:20;-0.2;1;1;1;0
2026/03/25;01:18:20;-0.2;1;1;1;0
2026/03/25;01:19:20;-0.2;1;1;1;0
2026/03/25;01:20:20;-0.2;1;1;1;0
2026/03/25;01:21:20;-0.2;1;1;1;0
2026/03/25;01:22:20;-0.2;1;1;1;0
2026/03/25;01:23:20;-0.2;1;1;1;0
2026/03/25;01:24:20;-0.2;1;1;1;0
2026/03/25;01:25:20;-0.2;1;1;1;0
2026/03/25;01:26:20;-0.2;1;1;1;0
2026/03/25;01:27:19;-0.2;1;1;1;0
2026/03/25;01:28:19;-0.2;1;1;1;0
2026/03/25;01:29:19;-0.2;1;1;1;0
2026/03/25;01:30:19;-0.2;1;1;1;0
2026/03/25;01:31:19;-0.2;1;1;1;0
2026/03/25;01:32:19;-0.2;1;1;1;0
2026/03/25;01:33:19;-0.2;1;1;1;0
2026/03/25;01:34:19;-0.2;1;1;1;0
2026/03/25;01:35:19;-0.2;1;1;1;0
2026/03/25;01:36:19;-0.2;1;1;1;0
2026/03/25;01:37:19;-0.2;1;1;1;0
2026/03/25;01:38:19;-0.2;1;1;1;0
2026/03/25;01:39:19;-0.2;1;1;1;0
2026/03/25;01:40:19;-0.2;1;1;1;0
2026/03/25;01:41:19;-0.2;1;1;1;0
2026/03/25;01:42:19;-0.2;1;1;1;0
2026/03/25;01:43:18;-0.2;1;1;1;0
2026/03/25;01:44:18;-0.2;1;1;1;0
2026/03/25;01:45:18;-0.2;1;1;1;0
2026/03/25;01:46:18;-0.2;1;1;1;0
2026/03/25;01:47:18;-0.2;1;1;1;0
2026/03/25;01:48:18;-0.2;1;1;1;0
2026/03/25;01:49:18;-0.2;1;1;1;0
2026/03/25;01:50:18;-0.2;1;1;1;0
2026/03/25;01:51:18;-0.2;1;1;1;0
2026/03/25;01:52:18;-0.2;1;1;1;0
2026/03/25;01:53:18;-0.2;1;1;1;0
2026/03/25;01:54:18;-0.2;1;1;1;0
2026/03/25;01:55:18;-0.2;1;1;1;0
2026/03/25;01:56:18;-0.2;1;1;1;0
2026/03/25;01:57:18;-0.2;1;1;1;0
2026/03/25;01:58:18;-0.2;1;1;1;0
2026/03/25;01:59:17;-0.2;1;1;1;0
2026/03/25;02:00:17;-0.2;1;1;1;0
2026/03/25;02:01:17;-0.2;1;1;1;0
2026/03/25;02:02:17;-0.2;1;1;1;0
2026/03/25;02:03:17;-0.2;1;1;1;0
2026/03/25;02:04:17;-0.2;1;1;1;0
2026/03/25;02:05:17;-0.2;1;1;1;0
2026/03/25;02:06:17;-0.2;1;1;1;0
2026/03/25;02:07:17;-0.2;1;1;1;0
