Steca Elektronik GmbH;MPPT6000;760749IH008963540005
Date;Time;SOC[%];Kaptest[Ah];Vbat[V];Ibat_M[A];Vbat.sense[V];VPV1_M[V];VPV2_M[V];PVpower_M[W];PV1power_M[W];PV2power_M[W];Ophours[h];Ibat_total[A]SOC;Icharge_total[A];Iload_total[A];BatPower_total[W];BatTemp[°C];ChargeMode;ErrorState;ErrorNr;StateAux1;StateAux2;StateAux3;IntTemp1[°C];IntTemp2[°C];Derating;Ah_in_24h_M[Ah];Ah_in_total_M[Ah];Ah_in_24h_SYS[Ah];Ah_in_total_SYS[Ah];Ah_out_24h_SYS[Ah];Ah_out_total_SYS[Ah];Day_night;Status_AUXIO
2026/03/27;00:00:53;93;-; 51.98; 0.0;-; 11.8; 15.5; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:01:53;93;-; 51.96; 0.0;-; 11.9; 15.3; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:02:53;93;-; 51.96; 0.0;-; 11.6; 15.1; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:03:53;93;-; 51.96; 0.0;-; 11.6; 15.2; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:04:53;93;-; 51.96; 0.0;-; 11.4; 15.2; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:05:53;93;-; 51.96; 0.0;-; 11.5; 15.0; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:06:53;93;-; 51.96; 0.0;-; 11.5; 15.1; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:07:53;93;-; 51.96; 0.0;-; 11.4; 15.1; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:08:53;93;-; 51.94; 0.0;-; 11.3; 15.0; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:09:53;93;-; 51.96; 0.0;-; 11.4; 14.9; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.7;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:10:53;93;-; 51.96; 0.0;-; 11.4; 15.0; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:11:53;93;-; 51.96; 0.0;-; 11.5; 15.1; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.7;F;1;29;On;On;Off; 22.4; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:12:53;93;-; 51.96; 0.0;-; 11.5; 15.2; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.7;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:13:53;93;-; 51.96; 0.0;-; 11.7; 15.2; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.6;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:14:53;93;-; 51.96; 0.0;-; 12.0; 15.4; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.6;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:15:53;93;-; 51.94; 0.0;-; 12.1; 15.6; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.6;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:16:52;93;-; 51.96; 0.0;-; 12.3; 15.6; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.6;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:17:52;93;-; 51.96; 0.0;-; 12.4; 15.7; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.6;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:18:52;93;-; 51.96; 0.0;-; 12.4; 15.9; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.6;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:19:52;93;-; 51.96; 0.0;-; 12.4; 15.7; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.6;F;1;29;On;On;Off; 22.3; 22.1;0;0;679;0;679;0;493;0;-
2026/03/27;00:20:52;93;-; 51.96; 0.0;-; 12.4; 15.8; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:21:52;93;-; 51.96; 0.0;-; 12.4; 15.8; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:22:52;93;-; 51.96; 0.0;-; 12.3; 15.8; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:23:52;93;-; 51.96; 0.0;-; 12.2; 15.6; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:24:52;93;-; 51.96; 0.0;-; 12.2; 15.6; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:25:52;93;-; 51.96; 0.0;-; 12.2; 15.7; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:26:52;93;-; 51.96; 0.0;-; 12.2; 15.6; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:27:52;93;-; 51.96; 0.0;-; 12.3; 15.7; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.5;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:28:52;93;-; 51.96; 0.0;-; 12.4; 15.7; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.4;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:29:52;93;-; 51.96; 0.0;-; 12.3; 15.7; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.4;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:30:52;93;-; 51.96; 0.0;-; 12.2; 15.5; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.4;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:31:51;93;-; 51.96; 0.0;-; 12.0; 15.4; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.4;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:32:51;93;-; 51.96; 0.0;-; 12.0; 15.5; 0.0;-;-;1304;-0.1; 0.0; 0.0;-5; 24.4;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
2026/03/27;00:33:51;93;-; 51.96; 0.0;-; 12.0; 15.5; 0.0;-;-;1304;-0.1; 0.0; 0.0;-6; 24.4;F;1;29;On;On;Off; 22.3; 22.0;0;0;679;0;679;0;493;0;-
