40;HS400;753468-00011610-1527
Date;Time;I_integral;Position;SOC_relevant;Number_of_turns;Reading_inverted
2026/03/27;00:00:54;-0.1;1;1;1;0
2026/03/27;00:01:53;-0.1;1;1;1;0
2026/03/27;00:02:53;-0.1;1;1;1;0
2026/03/27;00:03:53;-0.1;1;1;1;0
2026/03/27;00:04:53;-0.1;1;1;1;0
2026/03/27;00:05:53;-0.1;1;1;1;0
2026/03/27;00:06:53;-0.1;1;1;1;0
2026/03/27;00:07:53;-0.1;1;1;1;0
2026/03/27;00:08:53;-0.1;1;1;1;0
2026/03/27;00:09:53;-0.1;1;1;1;0
2026/03/27;00:10:53;-0.1;1;1;1;0
2026/03/27;00:11:53;-0.1;1;1;1;0
2026/03/27;00:12:53;-0.1;1;1;1;0
2026/03/27;00:13:53;-0.1;1;1;1;0
2026/03/27;00:14:53;-0.1;1;1;1;0
2026/03/27;00:15:53;-0.1;1;1;1;0
2026/03/27;00:16:52;-0.1;1;1;1;0
2026/03/27;00:17:52;-0.1;1;1;1;0
2026/03/27;00:18:52;-0.1;1;1;1;0
2026/03/27;00:19:52;-0.1;1;1;1;0
2026/03/27;00:20:52;-0.1;1;1;1;0
2026/03/27;00:21:52;-0.1;1;1;1;0
2026/03/27;00:22:52;-0.1;1;1;1;0
2026/03/27;00:23:52;-0.1;1;1;1;0
2026/03/27;00:24:52;-0.1;1;1;1;0
2026/03/27;00:25:52;-0.1;1;1;1;0
2026/03/27;00:26:52;-0.1;1;1;1;0
2026/03/27;00:27:52;-0.1;1;1;1;0
2026/03/27;00:28:52;-0.1;1;1;1;0
2026/03/27;00:29:52;-0.1;1;1;1;0
2026/03/27;00:30:52;-0.1;1;1;1;0
2026/03/27;00:31:52;-0.1;1;1;1;0
2026/03/27;00:32:51;-0.1;1;1;1;0
2026/03/27;00:33:51;-0.1;1;1;1;0
2026/03/27;00:34:51;-0.1;1;1;1;0
2026/03/27;00:35:51;-0.1;1;1;1;0
2026/03/27;00:36:51;-0.1;1;1;1;0
2026/03/27;00:37:51;-0.1;1;1;1;0
2026/03/27;00:38:51;-0.1;1;1;1;0
2026/03/27;00:39:51;-0.1;1;1;1;0
2026/03/27;00:40:51;-0.1;1;1;1;0
2026/03/27;00:41:51;-0.1;1;1;1;0
2026/03/27;00:42:51;-0.1;1;1;1;0
2026/03/27;00:43:51;-0.1;1;1;1;0
2026/03/27;00:44:51;-0.1;1;1;1;0
2026/03/27;00:45:51;-0.1;1;1;1;0
2026/03/27;00:46:51;-0.1;1;1;1;0
2026/03/27;00:47:51;-0.1;1;1;1;0
2026/03/27;00:48:50;-0.1;1;1;1;0
2026/03/27;00:49:50;-0.1;1;1;1;0
2026/03/27;00:50:50;-0.1;1;1;1;0
2026/03/27;00:51:50;-0.1;1;1;1;0
2026/03/27;00:52:50;-0.1;1;1;1;0
2026/03/27;00:53:50;-0.1;1;1;1;0
2026/03/27;00:54:50;-0.1;1;1;1;0
2026/03/27;00:55:50;-0.1;1;1;1;0
2026/03/27;00:56:50;-0.1;1;1;1;0
2026/03/27;00:57:50;-0.1;1;1;1;0
2026/03/27;00:58:50;-0.1;1;1;1;0
2026/03/27;00:59:50;-0.1;1;1;1;0
2026/03/27;01:00:50;-0.1;1;1;1;0
2026/03/27;01:01:50;-0.1;1;1;1;0
2026/03/27;01:02:50;-0.1;1;1;1;0
2026/03/27;01:03:50;-0.1;1;1;1;0
2026/03/27;01:04:49;-0.1;1;1;1;0
2026/03/27;01:05:49;-0.1;1;1;1;0
2026/03/27;01:06:49;-0.1;1;1;1;0
2026/03/27;01:07:49;-0.1;1;1;1;0
2026/03/27;01:08:49;-0.1;1;1;1;0
2026/03/27;01:09:49;-0.1;1;1;1;0
2026/03/27;01:10:49;-0.1;1;1;1;0
2026/03/27;01:11:49;-0.1;1;1;1;0
