device_status	date	time	battery_voltage_V	pv1_voltage_V	pv2_voltage_V	SOC	capacity_Ah	total_charge_discharge_battery_A	pv1_current_A	pv2_current_A	module_current_A	total_batt_current_A	load_current_A	total_batt_discharge_current_A	temperature_C	error	charging_mode	AUX1	AUX2	AUX3	energy_input_24h_Ah	energy_input_tot_Ah	energy_output_24h_Ah	energy_output_tot_Ah	derating_Ah	checksum	pv1_power_W	pv2_power_W	pv_power_total_W
1	2026/08/31	09:13	50.8	66.3	66.2	#	#	2.3	0.7	0.7	#	1.1	#	1.1	22.0	0	B	1	1	0	0	4149	0	3963	0	B1D1	46.41	46.34	92.75
1	2026/08/31	09:14	50.9	66.4	66.2	#	#	2.5	0.8	0.8	#	1.2	#	1.2	22.0	0	B	1	1	0	0	4149	0	3963	0	C156	53.12	52.96	106.08
1	2026/08/31	09:15	50.9	66.4	66.2	#	#	3.1	0.7	0.7	#	1.5	#	1.5	22.0	0	B	1	1	0	0	4149	0	3963	0	0E23	46.48	46.34	92.82
1	2026/08/31	09:16	50.9	66.6	67.2	#	#	3.0	0.7	0.7	#	1.5	#	1.5	22.0	0	B	1	1	0	0	4149	0	3963	0	38B8	46.62	47.04	93.66
1	2026/08/31	09:17	51.0	66.5	66.4	#	#	2.9	0.7	0.7	#	1.4	#	1.4	22.0	0	B	1	1	0	0	4149	0	3963	0	E9C5	46.55	46.48	93.03
1	2026/08/31	09:18	50.8	66.3	66.1	#	#	2.9	0.6	0.6	#	1.4	#	1.4	22.0	0	B	1	1	0	0	4149	0	3963	0	6CB5	39.78	39.66	79.44
1	2026/08/31	09:19	50.8	67.4	66.1	#	#	2.6	0.5	0.5	#	1.3	#	1.3	22.0	0	B	1	1	0	0	4149	0	3963	0	3BD9	33.7	33.05	66.75
1	2026/08/31	09:20	50.8	66.2	66.2	#	#	2.3	0.5	0.5	#	1.1	#	1.1	22.0	0	B	1	1	0	0	4149	0	3963	0	BF55	33.1	33.1	66.2
1	2026/08/31	09:21	50.8	66.3	66.1	#	#	2.0	0.5	0.5	#	1.0	#	1.0	22.1	0	B	1	1	0	0	4149	0	3963	0	F7A1	33.15	33.05	66.2
1	2026/08/31	09:22	50.8	66.3	66.2	#	#	2.0	0.5	0.5	#	1.0	#	1.0	22.1	0	B	1	1	0	0	4149	0	3963	0	2ED4	33.15	33.1	66.25
1	2026/08/31	09:23	50.8	66.3	67.5	#	#	2.0	0.5	0.5	#	1.0	#	1.0	22.1	0	B	1	1	0	0	4149	0	3963	0	4065	33.15	33.75	66.9
1	2026/08/31	09:24	50.8	67.4	66.2	#	#	2.0	0.7	0.7	#	1.0	#	1.0	22.1	0	B	1	1	0	0	4149	0	3963	0	561B	47.18	46.34	93.52
