device_status	date	time	battery_voltage_V	pv1_voltage_V	pv2_voltage_V	SOC	capacity_Ah	total_charge_discharge_battery_A	pv1_current_A	pv2_current_A	module_current_A	total_batt_current_A	load_current_A	total_batt_discharge_current_A	temperature_C	error	charging_mode	AUX1	AUX2	AUX3	energy_input_24h_Ah	energy_input_tot_Ah	energy_output_24h_Ah	energy_output_tot_Ah	derating_Ah	checksum	pv1_power_W	pv2_power_W	pv_power_total_W
1	2026/08/31	08:58	50.7	66.2	66.0	#	#	0.5	0.3	0.3	#	0.0	#	0.0	21.9	0	B	1	1	0	0	4149	0	3963	0	A185	19.86	19.8	39.66
1	2026/08/31	08:59	50.7	66.1	66.0	#	#	0.7	0.3	0.3	#	0.2	#	0.2	21.9	0	B	1	1	0	0	4149	0	3963	0	DC4C	19.83	19.8	39.63
1	2026/08/31	09:00	50.7	69.3	69.3	#	#	1.2	0.0	0.0	#	0.6	#	0.6	21.9	0	B	1	1	0	0	4149	0	3963	0	1EFD	0	0	0
1	2026/08/31	09:01	50.7	67.8	66.0	#	#	0.7	0.3	0.4	#	0.2	#	0.2	21.9	0	B	1	1	0	0	4149	0	3963	0	B676	20.34	26.4	46.74
1	2026/08/31	09:02	50.8	66.3	66.1	#	#	0.5	0.4	0.4	#	0.1	#	0.1	21.9	0	B	1	1	0	0	4149	0	3963	0	1E5B	26.52	26.44	52.96
1	2026/08/31	09:03	50.8	66.2	66.1	#	#	1.7	0.5	0.5	#	0.8	#	0.8	21.9	0	B	1	1	0	0	4149	0	3963	0	5070	33.1	33.05	66.15
1	2026/08/31	09:04	50.8	67.5	66.2	#	#	2.0	0.5	0.6	#	1.0	#	1.0	21.9	0	B	1	1	0	0	4149	0	3963	0	B9D1	33.75	39.72	73.47
1	2026/08/31	09:05	50.8	67.5	66.1	#	#	2.1	0.6	0.7	#	1.1	#	1.1	22.0	0	B	1	1	0	0	4149	0	3963	0	9E6D	40.5	46.27	86.77
1	2026/08/31	09:06	50.8	66.3	67.4	#	#	2.5	0.6	0.6	#	1.2	#	1.2	22.0	0	B	1	1	0	0	4149	0	3963	0	36DB	39.78	40.44	80.22
1	2026/08/31	09:07	50.8	66.3	66.2	#	#	2.4	0.7	0.7	#	1.2	#	1.2	22.0	0	B	1	1	0	0	4149	0	3963	0	E761	46.41	46.34	92.75
1	2026/08/31	09:08	50.8	66.4	66.2	#	#	2.9	0.7	0.7	#	1.4	#	1.4	22.0	0	B	1	1	0	0	4149	0	3963	0	89D1	46.48	46.34	92.82
