device_status	date	time	battery_voltage_V	pv1_voltage_V	pv2_voltage_V	SOC	capacity_Ah	total_charge_discharge_battery_A	pv1_current_A	pv2_current_A	module_current_A	total_batt_current_A	load_current_A	total_batt_discharge_current_A	temperature_C	error	charging_mode	AUX1	AUX2	AUX3	energy_input_24h_Ah	energy_input_tot_Ah	energy_output_24h_Ah	energy_output_tot_Ah	derating_Ah	checksum	pv1_power_W	pv2_power_W	pv_power_total_W
1	2026/08/27	11:44	53.2	69.5	69.3	#	#	31.5	7.9	7.6	#	15.3	#	15.3	23.8	0	B	1	1	0	44	4001	44	3815	0	1182	549.05	526.68	1075.73
1	2026/08/27	11:45	53.1	69.5	70.4	#	#	31.1	8.0	6.2	#	15.2	#	15.2	23.8	0	B	1	1	0	44	4001	44	3815	0	C9BD	556	436.48	992.48
1	2026/08/27	11:46	53.3	69.6	69.3	#	#	30.6	7.7	7.5	#	14.9	#	14.9	23.8	0	B	1	1	0	44	4001	44	3815	0	0291	535.92	519.75	1055.67
1	2026/08/27	11:47	51.0	66.7	66.5	#	#	30.6	10.8	10.7	#	14.9	#	14.9	23.8	0	B	1	1	0	45	4002	45	3816	0	6C50	720.36	711.55	1431.91
1	2026/08/27	11:48	50.8	66.3	66.0	#	#	38.1	11.2	11.1	#	18.8	#	18.8	23.8	0	B	1	1	0	45	4002	45	3816	0	CD36	742.56	732.6	1475.16
1	2026/08/27	11:49	50.7	67.6	66.0	#	#	44.6	10.6	11.3	#	21.8	#	21.8	23.8	0	B	1	1	0	45	4002	45	3816	0	D015	716.56	745.8	1462.36
1	2026/08/27	11:50	50.7	66.1	65.8	#	#	45.9	11.7	11.5	#	22.4	#	22.4	23.8	0	B	1	1	0	46	4003	46	3817	0	806A	773.37	756.7	1530.07
1	2026/08/27	11:51	50.6	66.1	65.8	#	#	46.8	11.8	11.7	#	22.9	#	22.9	23.8	0	B	1	1	0	46	4003	46	3817	0	C82B	779.98	769.86	1549.84
1	2026/08/27	11:52	50.6	67.4	65.9	#	#	47.5	11.3	11.8	#	23.2	#	23.2	23.8	0	B	1	1	0	47	4004	47	3818	0	3214	761.62	777.62	1539.24
1	2026/08/27	11:53	50.6	65.9	65.8	#	#	48.1	12.1	11.9	#	23.5	#	23.5	23.7	0	B	1	1	0	47	4004	47	3818	0	745A	797.39	783.02	1580.41
1	2026/08/27	11:54	50.6	65.9	65.7	#	#	48.6	12.1	12.0	#	23.8	#	23.8	23.7	0	B	1	1	0	47	4004	47	3818	0	6693	797.39	788.4	1585.79
1	2026/08/27	11:55	50.5	66.0	65.7	#	#	48.9	12.1	12.0	#	23.9	#	23.9	23.7	0	B	1	1	0	48	4005	48	3819	0	5441	798.6	788.4	1587
1	2026/08/27	11:56	50.5	65.9	65.7	#	#	48.9	12.3	12.1	#	23.9	#	23.9	23.7	0	B	1	1	0	48	4005	48	3819	0	022B	810.57	794.97	1605.54
1	2026/08/27	11:57	50.5	65.9	66.9	#	#	49.4	12.3	11.7	#	24.2	#	24.2	23.7	0	B	1	1	0	49	4006	49	3820	0	0FCB	810.57	782.73	1593.3
1	2026/08/27	11:58	50.5	65.8	65.6	#	#	49.8	12.3	12.2	#	24.3	#	24.3	23.7	0	B	1	1	0	49	4006	49	3820	0	1349	809.34	800.32	1609.66
